Instance,User,Simulation,Backtracking percentiles idx,Total Allocated Demand,Computation Time(s)
12,2500,0,6,5021029.58,0.061152459
12,2500,1,6,5007165.54,0.045532916
12,2500,2,5,5024705.91,0.133554
12,2500,3,6,4962319.53,0.107180417
12,2500,4,3,4847706.43,0.060547333
12,2500,5,6,5101005.16,0.061657082
12,2500,6,6,4819741.96,0.086637125
12,2500,7,6,4928738.33,0.068379125
12,2500,8,5,4774790.16,0.069616333
12,2500,9,6,5074890.28,0.075805
12,2500,10,5,4813103.37,0.050750709
12,2500,11,6,4994257.94,0.070760042
12,2500,12,6,4956217.84,0.072958
12,2500,13,6,5033409.01,0.03537725
12,2500,14,5,5110405.16,0.11542925
12,2500,15,6,5074085.82,0.067886083
12,2500,16,5,4884929.56,0.073228875
12,2500,17,4,4899536.41,0.063545293
12,2500,18,2,4920402.52,0.090311791
12,2500,19,1,4918408.53,0.100228791
12,5000,0,5,6993490.02,0.137789417
12,5000,1,5,6771635.78,0.117005625
12,5000,2,4,6700120.21,0.098119541
12,5000,3,6,6823560.32,0.127616166
12,5000,4,5,6798218.83,0.105636417
12,5000,5,5,6768566.06,0.132932875
12,5000,6,6,6497608.33,0.086251958
12,5000,7,5,6833629.29,0.098439708
12,5000,8,4,6989842.81,0.143983876
12,5000,9,5,6735142.84,0.172709625
12,5000,10,6,6980082.1,0.105365709
12,5000,11,6,6712703.66,0.193701542
12,5000,12,6,6854155.79,0.136095583
12,5000,13,6,6664460.05,0.100767875
12,5000,14,6,6792759.21,0.143622208
12,5000,15,6,6823216.77,0.092325667
12,5000,16,0,6980823.21,0.168471
12,5000,17,6,6858499.52,0.147587917
12,5000,18,6,6815597.89,0.147760583
12,5000,19,5,6792790.83,0.113414541
