Instance,User,Simulation,B,U,num_rows,density,avg_degree,max_degree,degree_std,D_mean,D_std,D_cv,avg_row_len,max_row_len,row_density,conflict_max,conflict_avg,conflict_std,conflict_pressure,color_clique_max,color_clique_avg,color_clique_std,color_pressure,Backtracking percentiles idx
4,5000,2,500,8468,2000,0.0443527054108216,22.132,76,16.2850414798366,65038.45,53385.6959104905,0.820832844424959,24.192,118,0.00285687293339632,6,3.76416539050536,1.86352161725461,0.1,23,11.116493656286,5.57193020056734,5.75,1
4,5000,3,500,8356,2000,0.0459478957915832,22.928,63,17.5357582100119,65985.8,53911.1516141144,0.817011411760021,24.926,135,0.00298300622307324,7,3.85209003215434,2.05721703619633,0.116666666666667,25,11.9988081048868,6.47954504135238,6.25,5
4,5000,4,500,8612,2000,0.0447775551102204,22.344,60,16.4871363189609,64309.35,51723.5372081941,0.804292644976106,25.424,122,0.00295215977705527,6,3.69242658423493,1.82283001361084,0.1,23,11.4318936877076,5.73574225016674,5.75,6
4,5000,5,500,8124,2000,0.043190380761523,21.552,56,15.6319959058337,64817.3,52854.9344499645,0.81544486502777,21.51,99,0.00264771048744461,7,3.67524115755627,1.87743356064614,0.116666666666667,22,10.8437900128041,5.71192144407696,5.5,6
4,5000,6,500,7860,2000,0.0394789579158317,19.7,53,13.3935058890494,61711.9,51803.887652279,0.839447297073644,17.216,73,0.00219033078880407,7,3.33678756476684,1.69899209421893,0.116666666666667,21,9.33706293706294,4.92627717026525,5.25,6
4,5000,7,500,8040,2000,0.0423406813627255,21.128,63,15.8346334343426,62718.1,51771.3832864252,0.825461601777241,20.944,126,0.00260497512437811,7,3.64473684210526,1.9053522078637,0.116666666666667,24,10.8631578947368,5.96301853323474,6.0,6
4,5000,8,500,7780,2000,0.0395991983967936,19.76,50,13.4948286391491,62012.8,51882.9326335729,0.836648766602586,17.328,70,0.00222724935732648,6,3.38888888888889,1.7051944144353,0.1,20,9.56978417266187,5.05770520768135,5.0,5
4,5000,9,500,8592,2000,0.0439759519038076,21.944,63,16.3483596730681,65924.5,53131.2314674712,0.805940605806205,25.508,153,0.00296880819366853,8,3.84339314845024,2.00853226595413,0.133333333333333,23,11.5790645879733,6.15997628331257,5.75,6
4,5000,10,500,8036,2000,0.0409458917835671,20.432,53,14.1540586405455,62734.45,50864.2223664897,0.810786136907069,19.216,90,0.00239123942259831,6,3.45379537953795,1.71587725959977,0.1,21,9.90118577075099,5.20433448273424,5.25,6
4,5000,11,500,8092,2000,0.0405130260521042,20.216,51,14.1564594443667,61879.0,50632.3729347144,0.818248079877089,19.982,101,0.0024693524468611,6,3.46982055464927,1.70628417252935,0.1,20,10.1733505821475,5.14407822440268,5.0,3
